"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"333","유료직업소개소","11_50_02_P","5020000","2021502040514500010","2021-09-16","","01","영업/정상","20","영업중","","","","","","","","경상북도 포항시 남구 대잠동 921-25","경상북도 포항시 남구 희망대로659번길 67, 2층 (대잠동)","37759","심플소개소","2026-01-10 10:34:04","U","2026-01-12 02:40:00","","411734.10255343","282078.19270944","개인","유료",
"334","유료직업소개소","11_50_02_P","3620000","2025362026314500002","2025-01-11","","01","영업/정상","20","영업중","","","","","","","","광주광역시 북구 운암동 1220 201호","광주광역시 북구 하남대로 749, 201호 (운암동)","61264","K-works","2026-01-10 14:48:05","U","2026-01-12 02:40:00","","188514.906002791","185869.178720003","개인","유료",
"335","유료직업소개소","11_50_02_P","5350000","2026535037314500003","2026-01-11","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 이동 685-1 3층","경상남도 김해시 칠산로151번길 64, 3층 (이동)","51006","알바트로스","2026-01-11 11:36:46","I","2026-01-13 00:20:11","","367022.512483685","189830.892382215","개인","유료",
"336","유료직업소개소","11_50_02_P","3620000","2024362019114500001","2024-01-02","","01","영업/정상","20","영업중","","","","","","","","광주광역시 북구 운암동 925 103호","광주광역시 북구 서강로 62, 103호 (운암동)","61257","서광인력대기소","2026-01-11 12:30:53","U","2026-01-13 02:40:00","","188203.669103697","186471.097087105","개인","유료",
"337","유료직업소개소","11_50_02_P","5130000","2026513018014500001","2026-01-12","","01","영업/정상","20","영업중","","","","","","","","경상북도 경산시 하양읍 금락리 135-159","경상북도 경산시 하양읍 대학로 1517, 2층 201호","38436","무학종합인력사무소","2026-01-12 16:25:07","I","2026-01-14 00:20:02","","364322.848947631","269656.548236634","개인","유료",
"338","유료직업소개소","11_50_02_P","4050000","2026562002714500004","2023-03-23","","01","영업/정상","20","영업중","","","","","","","","경기도 용인시 처인구 양지읍 양지리 919 양지유통업무설비 편익시설","경기도 용인시 처인구 양지읍 남평로 111, 303호","17161","씨에스로지션","2026-01-12 16:15:56","I","2026-01-14 00:20:02","","226047.102925921","413945.375347266","개인","유료",
"339","유료직업소개소","11_50_02_P","3070000","2026307029814500001","2026-01-12","","01","영업/정상","20","영업중","","","","","","","","서울특별시 성북구 석관동 304-31","서울특별시 성북구 돌곶이로 39-1 (석관동)","02788","한양취업정보센터","2026-01-12 13:01:45","I","2026-01-14 00:20:02","","205229.766708549","456155.152463397","개인","유료",
"340","유료직업소개소","11_50_02_P","4990000","2026499027814500001","2026-01-12","","01","영업/정상","20","영업중","","","","","","","","전라남도 완도군 완도읍 군내리 1386","전라남도 완도군 완도읍 청해진남로24번길 17-1, 1층 우측호","59122","개미인력","2026-01-12 13:24:39","I","2026-01-14 00:20:02","","177349.6859601","90746.6086552994","개인","유료",
"341","유료직업소개소","11_50_02_P","3270000","2026327018114500001","2026-01-12","","01","영업/정상","20","영업중","","","","","","","","부산광역시 동구 초량동 1212-21","부산광역시 동구 중앙대로180번길 12-2, 한성빌딩 초량동 3층 (초량동)","48822","(주)마리나교역","2026-01-12 11:12:15","I","2026-01-14 00:20:02","","385897.387952393","181210.724409699","법인","유료",
"342","유료직업소개소","11_50_02_P","5350000","2026535037314500004","2026-01-12","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 삼정동 79-18","경상남도 김해시 활천로 60 (삼정동)","50928","온기 케어 간병센터","2026-01-12 11:16:03","I","2026-01-14 00:20:02","","372298.666699438","194275.465792344","개인","유료",
"343","유료직업소개소","11_50_02_P","4540000","2013454017814500004","2013-07-19","","01","영업/정상","20","영업중","","","","","","","","충청남도 논산시 반월동 33-129","충청남도 논산시 해월로 210(반월동)","32970","일진종합인력","2026-01-12 19:54:30","U","2026-01-14 02:40:00","","207997.485724448","300640.925867721","개인","유료",
"344","유료직업소개소","11_50_02_P","3220000","2013322016314500016","2013-02-26","","01","영업/정상","20","영업중","","","","","02  567 1750","","","서울특별시 강남구 삼성1동 147번지 7호 서경빌딩 2층","서울특별시 강남구 봉은사로84길 9, 2층 (삼성동)","135-878","프로페셔날핸즈인핸즈코리아(주)","2026-01-12 15:27:00","U","2026-01-14 02:40:00","","204867.175814224","445612.534722183","법인","유료",
"345","유료직업소개소","11_50_02_P","3220000","2017322016314500033","2017-06-07","","01","영업/정상","20","영업중","","","","","02  595 2015","","","서울특별시 강남구 역삼동 738번지 2호 아린빌딩 2~3층호","서울특별시 강남구 논현로85길 5-14, 2~3층 (역삼동, 아린빌딩)","06237","(주)디에스파트너즈그룹","2026-01-12 14:52:28","U","2026-01-14 02:40:00","","203178.445875229","444044.750081142","법인","유료",
"346","유료직업소개소","11_50_02_P","4810000","2015481030714500002","2015-03-09","","03","폐업","40","폐업","2026-01-02","","","","","","","전라남도 여수시 충무동 346","전라남도 여수시 진남로 15, 1층 (충무동)","59733","편한케어센터","2026-01-12 08:51:39","U","2026-01-14 02:40:00","","266762.640423294","138538.246327419","개인","유료",
"347","유료직업소개소","11_50_02_P","5530000","2016553030114500007","2016-05-03","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 향남읍 평리 81번지 35호","경기도 화성시 향남읍 평6길 58, 1층","18593","행정인력","2026-01-12 15:38:32","U","2026-01-14 02:40:00","","191760.902716016","403272.200273918","개인","유료",
"348","유료직업소개소","11_50_02_P","5530000","2020553038814500004","2020-03-30","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 남양읍 남양리 1373-6","경기도 화성시 남양읍 남양성지로 215, 2층","18258","우수인력","2026-01-12 09:32:50","U","2026-01-14 02:40:00","","184427.473925296","412357.193979996","개인","유료",
"349","유료직업소개소","11_50_02_P","4231000","2005423005111500005","2005-07-18","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 777번지 14호 10통 7반 금도주택 나 101","강원특별자치도 속초시 미시령로 3366, 나동 101호 (교동,금도주택)","","속초용역직업소개소","2026-01-12 08:49:13","U","2026-01-14 02:40:00","","337851.441550672","523683.797735463","개인","유료",
"350","유료직업소개소","11_50_02_P","4231000","2003423005111500011","2003-03-20","","01","영업/정상","20","영업중","","","","","6370626","","","강원특별자치도 속초시 교동 780번지 121호 10통 4반","강원특별자치도 속초시 미시령로 3376-9 (교동)","217-060","공병여단유료직업소개소","2026-01-12 17:32:07","U","2026-01-14 02:40:00","","338003.173022138","523691.936813076","개인","유료",
"351","유료직업소개소","11_50_02_P","4231000","2017423007814500001","2017-02-07","","01","영업/정상","20","영업중","","","","","0336372505","","","강원특별자치도 속초시 청학동 642번지 21호","강원특별자치도 속초시 청학로 59 (청학동)","24829","명성직업소개소","2026-01-12 17:30:19","U","2026-01-14 02:40:00","","338569.120740613","523397.716521442","개인","유료",
"352","유료직업소개소","11_50_02_P","4231000","2020423010914500004","2020-06-10","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 속초시 교동 48통 5반 하우스토리아파트 106동 905호","강원특별자치도 속초시 중앙로 184-7 (동명동)","24824","파트너용역","2026-01-12 17:28:00","U","2026-01-14 02:40:00","","339478.56010439","523869.017381597","개인","유료",
"353","유료직업소개소","11_50_02_P","3940000","2017396012814500005","2014-10-15","","01","영업/정상","20","영업중","","","","","031 818 7500","","","경기도 고양시 일산동구 장항동 846번지","경기도 고양시 일산동구 정발산로 43-20, 9층 905,906호 (장항동, 센트럴프라자)","10402","(주)명은커리어","2026-01-12 17:09:27","U","2026-01-14 02:40:00","","179935.267998763","461800.124782342","법인","유료",
"354","유료직업소개소","11_50_02_P","4070000","2019407018814500011","2019-09-17","","01","영업/정상","20","영업중","","","","","","","","경기도 이천시 중리동 206번지","경기도 이천시 어재연로8번길 2 (중리동)","17374","대성인력개발","2026-01-12 18:12:12","U","2026-01-14 02:40:00","","239210.48950148","419639.009336501","개인","유료",
"355","유료직업소개소","11_50_02_P","5680000","2019568031614500004","2019-06-27","","01","영업/정상","20","영업중","","","","","0413608113","","","충청남도 당진시 합덕읍 운산리 300번지 59호","충청남도 당진시 합덕읍 합우로 66","31811","현대인력관리시스템","2026-01-12 17:40:01","U","2026-01-14 02:40:00","","179386.842712309","367646.074024822","개인","유료",
"356","유료직업소개소","11_50_02_P","3410000","2019341013014500008","2009-02-18","","01","영업/정상","20","영업중","","","","","053 627 3400","","","대구광역시 중구 대봉동 25번지 24호","대구광역시 중구 동덕로 74, 5층 (대봉동)","41951","(주)브레인풀","2026-01-12 14:28:18","U","2026-01-14 02:40:00","","344802.390370861","263551.223486772","법인","유료",
"357","유료직업소개소","11_50_02_P","5050000","2019505035514500007","2019-07-12","","01","영업/정상","20","영업중","","","","","","","","경상북도 경주시 황오동 128번지 12호","경상북도 경주시 동성로147번길 2 (황오동)","38153","가로세로직업소개소","2026-01-12 15:14:44","U","2026-01-14 02:40:00","","400204.332896872","262610.063100543","개인","유료",
"358","유료직업소개소","11_50_02_P","3440000","2022344012414500003","2022-02-25","","01","영업/정상","20","영업중","","","","","","","","대구광역시 남구 대명동 1225-3","대구광역시 남구 성당로 46, 206호 (대명동)","42477","대구 사랑 간병협회","2026-01-12 15:37:34","U","2026-01-14 02:40:00","","340937.47753325","261267.126317786","개인","유료",
"359","유료직업소개소","11_50_02_P","3780000","2024378038514500010","2024-06-03","","01","영업/정상","20","영업중","","","","","","","","경기도 성남시 분당구 수내동 19-6 세인프라자","경기도 성남시 분당구 백현로101번길 12, 세인프라자 107호 (수내동)","13595","예스 파출인력","2026-01-12 10:49:12","U","2026-01-14 02:40:00","","209880.553151151","430525.61886574","개인","유료",
"360","유료직업소개소","11_50_02_P","4090000","2024409046514500012","2024-07-31","","01","영업/정상","20","영업중","","","","","","","","경기도 김포시 구래동 28통 2반 김포한강 예미지 414동 1506호","경기도 김포시 대곶면 율생로 26","10039","한마음인력","2026-01-12 16:21:45","U","2026-01-14 02:40:00","","163621.193579766","461174.555591119","개인","유료",
"361","유료직업소개소","11_50_02_P","3330000","2011333011514500005","2011-12-13","","01","영업/정상","20","영업중","","","","","051 780 9100","","","부산광역시 해운대구 반여동 1291번지 1224호 나주오리농장","부산광역시 해운대구 해운대로61번길 55-1, 2층 (반여동)","48041","(주)워크잡","2026-01-12 17:10:47","U","2026-01-14 02:40:00","","393457.108056632","190413.96061281","법인","유료",
"362","유료직업소개소","11_50_02_P","3560000","2005356005411500004","2005-04-04","","01","영업/정상","20","영업중","","","","","032 582 1293","","","인천광역시 서구 신현동 259번지 12호","인천광역시 서구 가정로 415 (신현동)","22778","덕성직업소개소","2026-01-12 17:39:25","U","2026-01-14 02:40:00","","171025.202669157","446708.139688727","개인","유료",
"363","유료직업소개소","11_50_02_P","3530000","2014353012914500008","2014-06-21","","01","영업/정상","20","영업중","","","","","032 465 2330","","","인천광역시 남동구 만수동 873번지 24호 2층","인천광역시 남동구 백범로 172, 2층 (만수동)","21524","대성인력","2026-01-12 14:57:04","U","2026-01-14 02:40:00","","175991.990092148","439547.569057967","개인","유료",
"364","유료직업소개소","11_50_02_P","3210000","2013321011414500035","2013-10-01","","01","영업/정상","20","영업중","","","","","02  525 0212","","","서울특별시 서초구 방배동 440번지 33호","서울특별시 서초구 동작대로 54-1, 3층 (방배동)","137-818","천사취업센터","2026-01-12 14:49:16","U","2026-01-14 02:40:00","","198361.128212687","442140.193111425","개인","유료",
