"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"336","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320163740032087500034","2016-09-05","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 호매실동 1371번지","경기도 수원시 권선구 호매실로218번길 111, 101,102호 (호매실동, 호매실마을13단지)","16402","(주)코리아세븐 수원호매실점","2026-01-12 16:40:00","U","2026-01-14 02:40:00","","196332.980854258","418111.565939284","70",
"337","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320133740032087500007","2013-01-21","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 권선구 덕영대로1152번길 2 (세류동)","16657","(주)코리아세븐 수원세류2점","2026-01-12 16:48:57","U","2026-01-14 02:40:00","","201400.487146815","416519.427561076","0",
"338","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320123740032087500070","2012-11-15","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 권선구 세권로316번길 32 (권선동)","16553","(주)코리아세븐 수원권선중앙점","2026-01-12 16:43:35","U","2026-01-14 02:40:00","","203235.962923958","416520.377245393","0",
"339","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320153740032087500017","2015-06-12","","01","영업/정상","13","영업중","","","","","","","441-440","경기도 수원시 권선구 탑동 835번지 8호","경기도 수원시 권선구 탑동로 1 (탑동)","16606","세븐일레븐 탑동중앙점","2026-01-12 16:42:34","U","2026-01-14 02:40:00","","197726.319014397","418570.562313444","66",
"340","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320143740032087500008","2014-03-25","","01","영업/정상","13","영업중","","","","","","","441-880","경기도 수원시 권선구 세류2동 1146번지 7호","경기도 수원시 권선구 정조로 398, 1층 (세류동)","16660","씨유 세류역점","2026-01-12 16:47:50","U","2026-01-14 02:40:00","","201223.781954803","415899.031980176","0",
"341","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320173740032087500026","2017-08-17","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 권선동 1355번지","경기도 수원시 권선구 곡선로 10, 상가동 107,108호 (권선동, 수원아이파크시티5단지)","16666","(주)코리아세븐 수원아이파크5단지점","2026-01-12 16:45:59","U","2026-01-14 02:40:00","","202146.517771457","415228.062559021","0",
"342","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320143740032087500011","2014-05-23","","01","영업/정상","13","영업중","","","","","","","441-340","경기도 수원시 권선구 구운동 952번지 1호","경기도 수원시 권선구 구운로63번길 51 (구운동)","16406","GS25 수원서부점","2026-01-12 16:46:45","U","2026-01-14 02:40:00","","197254.811496171","419681.80594356","0",
"343","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320203740032087500036","2020-09-07","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 고색동 7-92","경기도 수원시 권선구 서둔로 10 (고색동)","16602","GS25 수원고색본점","2026-01-12 16:36:55","U","2026-01-14 02:40:00","","198530.538573856","416763.058007645","56",
"344","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320214490261087500004","2021-02-24","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성환읍 송덕리 181-1","충청남도 천안시 서북구 성환읍 신방로 306, 102동 101호","31008","지에스25우신교차로점","2026-01-12 10:05:55","U","2026-01-14 02:40:00","","209933.226000937","380424.206670909","0",
"345","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320213740032087500009","2021-03-19","","01","영업/정상","13","영업중","","","","","031-223-8245","","","경기도 수원시 권선구 세류동 841-3","경기도 수원시 권선구 세지로 103 (세류동)","16577","엔마트 세류점","2026-01-12 16:49:59","U","2026-01-14 02:40:00","","201577.853335486","417683.487689003","450",
"346","안전상비의약품 판매업소","01_01_05_P","5130000","PHMH320205130030087500044","2020-12-24","","03","폐업","03","폐업","2026-01-09","","","","","","","경상북도 경산시 옥산동 860","경상북도 경산시 옥산로 111, 1층 (옥산동)","38673","세븐일레븐 경산옥산대로점","2026-01-12 17:46:34","U","2026-01-14 02:40:00","","355721.050999195","259685.698363053","0",
"347","안전상비의약품 판매업소","01_01_05_P","4550000","PHMH320204550041087500005","2020-12-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 금산군 금산읍 신대리 647-3","충청남도 금산군 금산읍 인삼로 184","32722","씨유 금산IC점","2026-01-12 13:03:45","U","2026-01-14 02:40:00","","245088.510606216","289208.252511121","100",
"348","안전상비의약품 판매업소","01_01_05_P","4070000","PHMH320214070023087500005","2021-01-18","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 관고동 5-6","경기도 이천시 영창로153번길 8-7 (관고동)","17365","세븐일레븐 이천영창로점","2026-01-12 15:55:58","U","2026-01-14 02:40:00","","238961.586361345","420135.491375191","99",
"349","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320213740032087500004","2021-01-21","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 고색동 373-20 대우프라자","경기도 수원시 권선구 고색로14번길 39, 대우프라자 105,106호 (고색동)","16650","지에스25고색프리미엄","2026-01-12 16:37:42","U","2026-01-14 02:40:00","","198109.799091428","416139.581750037","48",
"350","안전상비의약품 판매업소","01_01_05_P","4390000","PHMH320244390029087500023","2024-12-31","","01","영업/정상","13","영업중","","","","","043-844-2996","","","","충청북도 충주시 산척면 평택제천고속도로 109","27316","(주)파리크라상천등산(평택방향)휴게소","2026-01-12 15:23:05","U","2026-01-14 02:40:00","","287818.876794841","397654.290201583","1",
"351","안전상비의약품 판매업소","01_01_05_P","4390000","PHMH320244390029087500024","2024-12-31","","01","영업/정상","13","영업중","","","","","043-844-2997","","","","충청북도 충주시 산척면 평택제천고속도로 106, 천등산(제천방향)휴게소","27316","(주)파리크라상천등산(제천방향)휴게소","2026-01-12 15:18:30","U","2026-01-14 02:40:00","","283490.305305238","395963.48954746","1",
"352","안전상비의약품 판매업소","01_01_05_P","3090000","PHMH320243090033087500024","2024-12-26","","03","폐업","03","폐업","2026-01-12","","","","","","","서울특별시 도봉구 쌍문동 311 쌍문그린스테이트빌딩 107호","서울특별시 도봉구 시루봉로 2, 쌍문그린스테이트빌딩 107호 (쌍문동)","01438","지에스(GS)25 쌍문클래스점","2026-01-12 12:58:23","U","2026-01-14 02:40:00","","202472.188994485","460959.462860458","0",
"353","안전상비의약품 판매업소","01_01_05_P","4020000","PHMH320244020028087500005","2024-12-04","","01","영업/정상","13","영업중","","","","","","","","경기도 군포시 대야미동 636-3 센트럴아이파트 상가","경기도 군포시 대야2로143번길 25-1, 센트럴아이파트 상가 지1층 102호 (대야미동)","15886","GS25 대야미프레시점","2026-01-12 15:31:58","U","2026-01-14 02:40:00","","192418.661723093","425564.655078798","118",
"354","안전상비의약품 판매업소","01_01_05_P","4201000","PHMH320264201026087500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 강릉시 주문진읍 해안로 2007, 1층","25404","GS25 주문진소돌점","2026-01-13 13:12:11","I","2026-01-15 00:20:35","","360493.131214591","490880.905909485","49.5",
"355","안전상비의약품 판매업소","01_01_05_P","3780000","PHMH320263780063087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 중원구 성남동 3789","경기도 성남시 중원구 제일로 33, 1층 (성남동)","13372","만남지역자활센터(씨유 성남중원구청점)","2026-01-13 17:50:08","I","2026-01-15 00:20:35","","212031.873496467","436435.922885082","72.3",
"356","안전상비의약품 판매업소","01_01_05_P","5590000","PHMH320265590021087500001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 옥정동 1071-3","경기도 양주시 옥정동로5사길 6, 1층 (옥정동)","11476","세븐일레븐 옥정중앙점","2026-01-13 11:45:25","I","2026-01-15 00:20:35","","208349.258237881","479280.448353775","3.3",
"357","안전상비의약품 판매업소","01_01_05_P","3910000","PHMH320263910168087500002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","","경기도 평택시 평택로 284, 평택성모병원 (세교동)","17825","씨유 뉴평택성모병원점","2026-01-13 17:37:59","I","2026-01-15 00:20:35","","206528.12628095","389641.576158318","85.7",
"358","안전상비의약품 판매업소","01_01_05_P","3980000","PHMH320263980021087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 인창동 127 구리 농수산물 도매시장","경기도 구리시 도매시장로 81-11, 구리 농수산물 도매시장 기타5동 (인창동)","11916","지에스(GS)25 구리도매점","2026-01-13 11:31:11","I","2026-01-15 00:20:35","","212725.75420124","456631.757271041","145.9",
"359","안전상비의약품 판매업소","01_01_05_P","3860000","PHMH320263860384087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 소사동 36-50","경기도 부천시 원미구 부일로619번길 11, 1층 일부호 (소사동)","14661","씨유 부천베스트점","2026-01-13 10:44:44","I","2026-01-15 00:20:35","","182155.753964965","442497.827526032","0",
"360","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320264050148087500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 마북동 516-32 진영빌딩","경기도 용인시 기흥구 용구대로2394번길 26, 진영빌딩 1층 104호 (마북동)","16921","세븐일레븐 용인마북래미안점","2026-01-13 09:24:40","I","2026-01-15 00:20:35","","209607.50786763","421880.680752755","0",
"361","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320264050147087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 포곡읍 전대리 120-7","경기도 용인시 처인구 포곡읍 석성로 1165","17023","이마트24용인포곡전대리점","2026-01-13 17:56:05","I","2026-01-15 00:20:35","","219654.547369305","419867.086084407","141.22",
"362","안전상비의약품 판매업소","01_01_05_P","4000000","PHMH320264000018087500001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 수청동 569 상가동 101호 일부","경기도 오산시 수청로 31, 1층 일부호 (수청동, 오산대역 우미린)","18110","씨유 오산우미점","2026-01-13 14:55:10","I","2026-01-15 00:20:35","","204961.359664395","407890.721237632","47.59",
"363","안전상비의약품 판매업소","01_01_05_P","3130000","PHMH320263130033087500002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 도화동 6-38 보배상가","서울특별시 마포구 도화4길 70, 보배상가 (도화동)","04171","씨유 도화현대점","2026-01-13 15:56:57","I","2026-01-15 00:20:35","","195618.388696241","448542.463118918","0",
"364","안전상비의약품 판매업소","01_01_05_P","3450000","PHMH320123450022087500091","2012-11-15","","01","영업/정상","13","영업중","","","","","053-326-2638","","","대구광역시 북구 구암동 695-2 칠곡건영아파트","대구광역시 북구 구암로32길 15, 상가동 1층 103,104호 (구암동, 칠곡건영아파트)","41464","세븐일레븐 대구구암4호점","2026-01-13 09:36:25","U","2026-01-15 02:40:00","","340552.128511451","271040.321616323","0",
"365","안전상비의약품 판매업소","01_01_05_P","3060000","PHMH320163060034087500003","2016-01-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 신내동 816 신내우디안1단지","서울특별시 중랑구 신내역로1길 85, 제109동상가동 제1층 107, 108호 (신내동, 신내우디안1단지)","02055","(주)코리아세븐 뉴신내우디안점","2026-01-13 16:54:27","U","2026-01-15 02:40:00","","209328.918216494","457210.837407128","49.5",
"366","안전상비의약품 판매업소","01_01_05_P","3830000","PHMH320123830197087500068","2012-12-24","","03","폐업","03","폐업","2025-01-13","","","","031-386-2648","","431-805","경기도 안양시 동안구 관양동 1387번지 12호","경기도 안양시 동안구 관평로313번길 23 (관양동)","13936","GS25 관양현대점","2026-01-13 17:13:26","U","2026-01-15 02:40:00","","196025.130686413","433572.944690166","0",
"367","안전상비의약품 판매업소","01_01_05_P","3700000","PHMH320173700018087500046","2017-08-29","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 무거동 564-23","울산광역시 남구 대학로43번길 18-13, 1층 101호 (무거동)","44617","씨유 울산과학대후문점","2026-01-13 11:47:26","U","2026-01-15 02:40:00","","404487.717183422","229150.252297878","49.5",
